Review Date,Review Title,Username,Helpfulness,Helpful Votes,Total Votes,Rating,Review Text,Spoiler Warning
23 April 2021,The death sequence of Nitara deserves an 8 alone. I tried the mighty clap with a watermelon at home.,Fella_shibby,"74 out of 112 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",74,112,9,"I enjoyed this tremendously. I got what i wanted. Fast paced non stop action.Some top notch editing, amazing cinematography n amazeballs special effects.No hand held shaky stuff, nothing shot in the dark n no time wasting.The film has oodles of blood and it has one of the best watermelon exploding scene via the mighty clap.The effects of Reptile n Goro is very well done.The only thing i missed is the theme song n the screaming of Mortallll Kombatttt.But i am happy that they retained the iconic dialogues, ""your soul is mine"" and ""flawless victory "".They shud have taken Iko Uwais too.",Warning: Spoilers
24 April 2021,I realize peoples perception is highly skewed and it pains me that they justify it,Healing_Process,"35 out of 48 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35,48,4,"People giving this movie a 6+ needs to surely either evaluate their tastes or look deep within themselves to understand what they like in movies. Mortal Kombat Annihilation from 1997 was as cheesy as they come and I can swallow and appreciate the tropes that that movie made compared to the tropes of this one. The post covid sets with the inclusive cast mixed with the marvel universe non-serious humor really left a bad taste in my mouth.The biggest problem with this movie is the fact that they had to find their ""Arcana"" which is some fantasy power move like a Marvel superhero similar to Animality from the 97' MK movie. This movie was a mess with the very small portion of cool video game reference scenery that would make people cheer.Funniest plot idea to me was that they DIDN'T EVEN HAVE THE TOURNAMENT. Yes, you heard me. They never got to the tournament, its only fighting the ""bad guy"" before the tournament (Which is against the rules) and Rayden choosing to let it happen because of the Elder gods rules. Which ultimately leads to Kung Lao's death (again). Then when Rayden is asked why did he let it happen, he said because he cannot help all souls of Earthrealm. Yet, he is willing to let, ya know, one of his prized fighters on earthrealm die to someone who is killing him outside the rules of the tournament.... Nice.Overall just bad movie. I don't care about the video game accuracy or the cheesy one liners or the bad CGI at certain parts. But this was just a poor movie in almost every aspect and it took energy out of me to watch the rest. This is a fan theory Mortal Kombat with failed college projects vibes to the editing and directing.",Warning: Spoilers
5 August 2021,The fans are sick and tired...,Rastifan,"23 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",23,30,1,Of some director getting the keys to a franchise they don't understand and mess it up. They throw in a new character no one gives a damn about and if you are looking for the tournament. There are none. The entire thing was a disappointment. Giving it a 4 for decent fight scenes and because Josh Lawson as Kano steals every scene. The rest of the cast was bland and boring. I didn't care if they lived or died.,Warning: Spoilers
25 April 2021,sighhhhhhhhhhhhh,FeastMode,"45 out of 69 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",45,69,3,"Things i liked: the opening scene was amazing. The fighting was awesome, beautifully shot, a few too many cuts but i could still see everything. And basically anything with subzero or scorpion was great. And cano was a fun and funny characterthings i hated: everything else.This movie is really bad. I got my hopes up after the first scene, but it was all downhill from there. Everything is bad. Other than subzero and scorpion, the acting is awful. Like really really bad. Every line or facial expression given by sonya blade is laughable. And the guy playing reiko had a tiny part, but every scene he was in, omg, he had the stupidest hammiest over-the-top facial expressions i've ever seen. (he played rictus erectus!? Lol)the dialogue was terrible, the story was nonsense. Pacing is bad, no flow at all. But the worst part, so much of the fighting was terrible, poorly shot, switching between different fights, and mostly unclear. Why???? Some of the fighting was awesome, so why was the rest of it so bad?They can make an amazing MK movie, i do believe that. I hope they eventually do (1 viewing, 4/24/2021)",
20 April 2021,"Fun, gory but could be better!",viantyara,"305 out of 431 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",305,431,7,"I don't really play Mortal Kombat or even follow the concept behind it. But even so, I enjoyed this movie. The fighting choreography is top notch! The costume, the cgi is also worth the hype. I love that they decided to make it rated R. But there's also some things that bothered me, like some bad cinematography, cheesy dialogues, and the somehow boring protagonist. The act 3 of the movie really felt rushed like the writers only had 5 minutes left to finish the script. I hope the sequel will have a better act 3.",
24 April 2021,Finally a Rated R Mortal Kombat!! And it was great,zorba-36271,"126 out of 199 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",126,199,10,"Violent and gory, just like the game! Non stop action. Great fights and a ton of blood. Nicely paced and I love that it harkens to parts of the game. You'll love it!",
25 April 2021,They spelt Kombat wrong,Phil_M_A_Kerr,"108 out of 173 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",108,173,10,"As an old fart, I was surprised at how engaging this new take was. The 1995 version was good fun and this effort maintains the rage. The right mix of kung fu & fantasy. Plenty of laughs, gore, & deliciously cheesy, heartfelt moments.",
23 April 2021,Such a missed opportunity,FinalSmash1689,"322 out of 515 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",322,515,5,"Pros:
The Opening Sequence is AMAZING!!!The Fight Choreography is great.Hiroyuki Sanada is the BEST Actor in this movie.Sub-Zero actually feels very threatening.Cons:
THERE'S NO MORTAL KOMBAT IN THIS MORTAL KOMBAT MOVIE!!!!!!WTF is the point of Cole Young? All these amazing original MK characters and the studio says make a new character as the lead. TERRIBLE Decision!!!Lewis Tan is not a good actor especially considering he's the lead! In fact most of the actors either didn't fit their character or weren't trying hard enough.The Dialogue is BAD. Especially when using the lines from the game. Felt so forced!So many wasted characters: Reptile, Goro, Kabal, Kung Lao etc.Liu Kang, Raiden and Jax were all underused.The villains, aside from Sub-Zero, we're very flat and unthreatening.The script is WEAK. They should've scrapped it and started fresh.I was cautiously looking forward to this. I really loved the games as a kid and the trailer looked great! Sadly, the trailer is the best thing about this film. Every decision feels like a misstep. I don't know who decided to not have the MK Tournament but that was such a mistake. The film has no urgency without it and honestly just felt like they were stalling for time the entire film just to set up a sequel. It's like they were checking boxes with each scene with nothing authentic holding it together. You really don't feel anything for the characters outside of Sub-Zero and Scorpion, and Scorpion is only in two scenes. This whole film feels like a missed opportunity. The animated film Scorpion's Revenge is still the best MK adaptation to date. If you enjoyed this film, I'm happy for you but I struggled to keep watching it. 5/10.",
24 April 2021,Fatal Disengagement...,Xstal,"45 out of 72 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",45,72,4,"Ticking all the wrong boxes, with appalling acting, action and special defects through a disjointed and disconnected story, you will find it challenging to get to the end and wish you hadn't when you do.",
24 April 2021,7 for nostalgia 6 for a movie as a whole,specopswolfmp,"286 out of 394 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",286,394,7,"I believe I was 12 years old when the first Mortal Kombat came out at the arcades, I would stand in lines meticulously destroying my competition. Watching this movie brought back memories that I hadn't thought about since I was young . To make this short, The nostalgia was perfect, they had all the old champions with a few new mixed in..The beginning was awesome, I really thought it was going to be a different Mortal Kombat movie, However, the beginning is the only drama you see after that its all fights. WHICH WERE AWESOME, but for people looking to see some sort of drama or decent script writing it falls very short.",
17 September 2021,Pathetic,zoliking,"25 out of 30 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",25,30,1,"If the aim was to take a dump on the IP and alienate the existing fanbase, good job. If it was to turn people who never engaged with the franchise in any way before, probably even better.Shame on whoever wrote this lazily put together nonsense that has nothing to do with any established storylines, nor manages to tell a sane, internally coherent story if we discount the first, and frankly main issue. I'd say this cliché riddled, phoned in pile of **** manages to find the perfect balance between facepalm and cringe, but no, somehow it breaks both of those scales at the same time.The story starts at roughly the right place, though watching the Shirai Ryu get exterminated by the Lin Kuei feels sort of like Batman's or Spiderman's origin story: overtold. Then the unnecessary ""main character"" is shoehorned in, and you know what, I'd be borderline willing to step past that if he was not a character with no traits. I don't mean he's boring, or vanilla, I literally think that when the character was ""developed"" the writer(s) forgot to come up with a personality.And let's not forget about this ridiculous ""arcana"" concept, that allows iconic characters to do what they do without their established gear or cybernetic implants, or in the most extreme case allow them to magically manifest high-tech cybernetic prostetics. The sheer level of laziness in the writing here is detestable.Shame on the director too, who deserves the same kind of props, I never realized you could get performances out of otherwise talented actors that are stiff, over the top and boring at the same time. ""Give me your best crotchity grandpa with kids on his lawn and dial it up to 12"" must have been a sentence heard daily on set. And when the cast and crew were finally free of this ""genius"" and post production finally started, the sound team suddenly had to start putting up with the daily instruction: ""Now put a sci-fi noise in for that magic event"", while the editors had to work with this: ""Okay, so we dirped hard on the fight coreography, so just chip-chop this scene into sub-second pieces so nobody notices that.""The dumb, campy 90'-ies Mortal Kombat was 12 times better than this lazily slapped together. The one good thing about this being so bad, is that the next reboot (however many decades we might need to wait for it) will have to be a home run. It's a simple recipe: get an iconic cast of characters together, get them to Shang Tsung's island by minute 20 and then do the tournament. Nail the fights, the characters, put in some appropriate character devlopment, a dash of humor and crank the epic to 11 at the end. A blind hamster could do it ;)",Warning: Spoilers
24 April 2021,"Solid movie on the ""Mortal Kombat/Street Fighter"" scale",and_shove_it_up_your_butt,"90 out of 149 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",90,149,7,"First things first - I'm super pissed they didn't yell MOORRTTAALLLL KOOMMMBBAAATTT"" even once during the movie. I waited to hear it and was so disappointed *insert thug tear here*Moving on, I thought the movie was solid!! Seeing some of my faves (like Scorpion, Raiden and Sub-Zero) took me back to my youth when I spent hours playing Mortal Kombat, trying to hit fatalities on the wretched Sega controller. It's gory and now that I'm a bit older it can be hard to watch but I knew what to expect going in. All in all MK had great fight scenes, so-so character development and tons of nostalgia. You can't go into these movies thinking they will be Oscar worthy or you'll be disappointed.As they said in Gladiator - I was, in fact, quite entertained and am looking forward to the next one!",
23 April 2021,"Watch if you are a MK fan, otherwise skip it",Leungzy,"40 out of 59 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",40,59,7,"Let's set the expectations first. This movie is based on a video game, not a book or a comic. If you are going into the movie expecting an Oscar winning script or Oscar performances from actors, then you will be disappointed.If you are hoping for a decent screenplay based on the video game with good fight scenes, screen adaptions of your favourite characters and improved choreography and CGI compared to previous Mortal Kombat movies, then you will enjoy this movie. Based on those criteria and scoring this movie from an entertainment point of view, I would give it an 7/10 - I would have loved to have heard the original theme from the 1995 movie in this.I personally didn't have high expectations for this movie due to the fact that very few video games have had good screenplay adaptions. However, I was pleasantly surprised at the job the producers have done for this movie.Although I did not know some of the actors, I thought the casting of the characters was perfect and loved seeing the job they did with them. I especially loved the screen adaptions of the characters special moves... they were a joy to behold. Kano was also surprisingly very funny and the producers did a great job including some of the characters catchphrases. The fictional worlds were also impressive looking in the movie.If you are a fan of the Mortal Kombat game, and you enjoyed the 1995 movie, then this movie is definitely for you. If you are looking for a cheesy entertaining movie to watch then you can't really go astray either with this. If neither of those scenarios apply to you then you should probably give this a miss.",
24 April 2021,Excellent start to what will hopefully end up a trilogy....,Wikkid_Gamez,"103 out of 171 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",103,171,10,"I see a lot of people talking about the lack of certain things like the actual tournament, to much groundwork on background for certain characters and other characters completely missing from the movie, characters not looking the same etc, as well as people saying they wish there had been more action than only about 40-50% of the movie.I just want to point out to everyone that is not aware, that this is supposed to be the beginning of a trilogy (Yes, I am one of those people that follows stuff like that). Had they packed all of that into one movie it would have been overload.I personally think it was an excellent start! Excellent character casting and personality building on everyone. I love all the visual, Outworld and the temple on Earth. As well as all the visual hints in the movie of future character's for those of us that are a little obsessive.I like the music upgrades, they still have the feel of the original and bring back memories with a slightly more contemporary vibe to keep it from sounding dated. Crossing my fingers that this first installment does well enough so that the next installment goes ahead. The only reason that I am worried that it may not is because of everything thats happened over the past year, not because of the movie not being good enough.I personally loved this movie, as the first of a trilogy. If it were a stand alone I may be a little disappointed that certain personal favorites *cough* Katana *cough* Nightwolf *cough* were not in it, however, I saw Katana's blade fan in the temple although it didn't get a neon sign the way Shinnok's amulet did when Kano tried to steal it, and one of the newspaper clippings on Sonya Blade's research wall pointed to a possibility for a future Nightwolf to me. But between those hints and the big hint (blazing neon sign really lol) at the end when Cole Young heads to Hollywood and as he leaves a movie poster for Johnny Cage as Citizen Cage is left in focus of the camera spell out for some excellent future possibilities/probabilities. They would have had to include other realms in this movie to pull in characters like Katana and again, that probably would have been information overload for one movie. They are taking their time and doing this right and I for one appreciate it greatly!Looking forward to the next installment of this trilogy!",
1 May 2021,Weak pathetic fools.,MikeHunt1075,"35 out of 54 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35,54,4,"Who green lit this to be made this way? I guess New Line figured if it could contain blood and gore it would succeed, but even that is lackluster here.There is 25 to 30 years worth of Mortal Kombat games and backstories to choose from and yet they introduce a brand new character named Cole who adds nothing to the film other than figuring out he can grow a poor man's version of Aquamans top.The plot is weak. Shang T-Sung is killing off those who will fight in the Mortal Kombat tournament for Earth.... and we get no tournament??? Really?The introduction to these characters is bad, and the villains are introduced so badly they belong in Mortal Kombat: Anhilation. Yes. Its that Bad! Shang T-Sung literally says each of his henchman names so the audience knows who they are... all located on a terrible bridge of some sort.The movie becomes a train wreck with just about every decision it makes. It had potential to go places, but it just gets swept of its feet and fatalitied.It's plan is to make a sequel. Why bother? Who cares where these characters are going and who will be in the next one? It's not worth continuing.",
24 April 2021,Looking Good Kombat,kosmasp,"33 out of 53 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",33,53,8,"Considering the other real life action adaptations of the game ... this is quite a great movie! Now especially the first one was so ridiculous that it was kinda fun. That does not mean you will like it - but hopefully you will like this one. The action is really good (and quite violent just so you know), the acting is also more than solid, which includes script and dialog. Always considering the nature of the movie that is.This is not Shakespeare, this is not meant to have a big story. Bad guys want to destroy the Earth (realm), good guys fight to protect it ... I mean it really is simple as that. The twists and turns can be guessed or seen at least most of the time ... but the movie is entertaining nevertheless. And it looks so good ... not sure how much money they invested, but it was worth it. Yes these movies do not win best cinematography and stuff like that, but that does not mean they cannot have brilliant people as DPs. Maybe I'm exaggerating, but I really enjoyed this one and if you decide to watch this (because you like the genre and/or the games) you will not be dissapointed.",
23 April 2021,Was awesome,duleewopper,"106 out of 165 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",106,165,10,I got a movie effort on what I expected. Yeah a video game. At least it had substance and is willing to go further bc there are more characters. But it established a basis. And was willing to show more.,
4 May 2021,"If you want to watch it, don't let negative reviews stop you.",pash46,"59 out of 85 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",59,85,7,"I'll try to say as little as possible so no spoilers.I, personally wanted to watch it and changed my mind the first time going to a theater as I read some reviews here. I'm glad I changed my mind again and went to see it.I enjoyed the whole movie,and looking forward to next one. The negative reviews mostly say couple of things : 1 bad acting 2 not enough action..
Well firstly it's not an oscar reaching drama so for acting - acting was fine, all characters were in their style and some even better than expected.The movie has plenty of action but you gotta keep in mind that it's clearly made to be continued soon, so this film gives a nice welcome to MK world. Well balanced story good action and def fun MK fights....these reviewers must have lost the love for MK world, but it's easier to criticize the movie vs recognizing that they too old for this .lol..Ignore negative reviews, go watch it and enjoy.",
25 April 2021,Get out of here!,Entertainmentsparadise,"14 out of 19 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",14,19,3,"Unfortunately, Mortal Kombat doesn't live up to the hype. I sit here and I am trying to find the good in this film .....The plot is rushed and doesn't develop well. A lot of logical things that don't make sense for seasoned Mortal Kombat fans.This is Mortal Kombat, I don't understand how the amateurs magically get powers, master them and easily defeat the ""bad guys"".They made strong characters weak!The few fatalities we seen were gruesome. Yet there wasn't enough. If you played the Mortal Kombat video games, this doesn't compare.This film is just a introductory set up for a part 2.Verdict: Disappointment, there was solid action moments, yet it just felt like a tease without clear purpose relating to the basic outline of what Mortal Kombat is.",
24 April 2021,Solid game movie,bloodworia,"44 out of 68 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",44,68,7,"You shouldn't be taking this more as the fan service that it is. I never really played the games, but watched the playthroughs and story modes quiet a bit.I always loved the Fatalities and you got them here, even some kind of inside jokes from the game.I would really like another movie.It wasn't a masterpiece, but it was enjoyable to watch.",
2 July 2021,Did these 10's watch the same movie as me?,info-354-549559,"28 out of 40 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",28,40,2,"This movie was completely unsatisfying I prefer the cutscenes in the game to this live action remake. I dont know where these 10's are from. I remember as a kid seeing goro and having incredible fear in me heart. Here goro looks like an orc from lord of the rings without the graphics team finishing the textures, hes almost pixar level kids movie cgi before the blood comes. I felt no care whatsoever for any character except for subzero and scorpion. The fights and dialogue was borderline corny for example the kabal voice was like a 13 year old.",
24 April 2021,TRASH TRASH TRASH!,panda_plushie12,"35 out of 51 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",35,51,1,"Okay, so I thought the 90s version was bad... until I saw this train wreck of a movie! The casting was absolutely terrible because they didn't fit their characters.The main actor who played Cole is very stale and too boring to be the main character. And don't even get me started on Liu Kang. He looks so weak compared to the 90s actor!The only interesting thing was Kano & Sub Zero. Kano's lines felt more natural than the rest of the actors. And Sub Zero was actually pretty dope. I just hated how his costume wasn't blue. It's his signature!",
1 May 2021,Shame!,solminafya,"29 out of 43 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",29,43,1,"With exception of Sanada and Lawson, everyone's acting is terrible!VFX looks like low budget indie sci-fi, music/sfx is disruptinveand worse of all: Script is astonishingly cluttered and lacks of meaningful dialogue or coherent story!!Shame!",
24 April 2021,Missed The Mark,tmjburno,"366 out of 563 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",366,563,3,"Why? Why did they make this? As an avid Mortal Kombat fan since day 1 I can say that this movie was trashy baggins. Cole Young? Who? This guys special power is to magically grow a long sleeve shirt. Notice he isn't on the theatrical one sheet... BECAUSE NO ONE KNOWS WHO THIS GUY IS. Don't make up stuff.I'll give praise to the special effects but, overall, this movie felt like a pilot for a CW tv show. Liu Kang has a slight british accent. Why? Shirt McGirt can defeat the 9 times running MK champ after getting his hiney wiped at the beginning of the movie by a nobody. Why? So much no. Just so much no.",Warning: Spoilers
28 April 2021,Decent but most will agree original is better,ryanlion-38514,"16 out of 23 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",16,23,5,I appreciated some aspects of the film. Sub-Zero and Raiden I thought were great. Still like the previous ones better. Otherwise I felt alot of the characters were bland. Too much attetion to some characters like Kano who I felt talked too much took too much time and again original character was better. Some scenes just overdrawn or not necessary. It makes me want to view the original again. Why was Raiden so different? Some characters like Johnny Cage missing and others added like other reviewers stated like maim character not good. I agree should of been centered around johny cage or liu kang. It is still watchable. It was one of the better 2020-2021 movies so far as they have been very few anf far in between.,
24 April 2021,Fun Movie!,aristotelesathanas,"30 out of 47 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,47,8,"I liked the flights 9/10
The story ok 7/10
Characters 8,5/10
Entertaining 👍👍",
30 April 2021,I'm the audience for this,BandSAboutMovies,"30 out of 51 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,51,4,"'ve seen so many reviews of this movie that seem to take great enjoyment making fun of it and saying things like, ""Who cares about a Mortal Kombat movie?""Well, I do. I'm the exact audience for this movie, someone who fell in love with the game, saw both of the original films in the theater and have purchased more than my fair share of the multiple sequels and all the DLC that goes with them.So while these holier than thou critics snicker their way through their reviews, please know that this is someone hoping Stryker would show up and someone that grinded to get multiple Scorpion outfits in Mortal Kombat 11.That means that when I mention all the moments why this movie didn't work, it's with sadness.That's because I've been waiting - as have many fans of the game - for this movie for a long time.And this isn't what I was waiting for.Now, there's the blood and gore that some see as the true heart of Mortal Kombat, but for me, the true joy of the games is the opportunity to be part of a wuxia movie. That would seem to be an incredibly simple idea to take and make a movie of - hey, they did it right the first time - and yet, this doesn't seem to do it.Yes, the Mortal Kombat tournament doesn't happen in every game, but the story has always revolved around it. Much like every shared universe attempt, this is a movie trying to make the sequel instead of worrying about making the first movie rock.The other critical error this movie makes is that outdated thought that we need a set of human eyes to view these events through, someone we can relate to. That would be Cole Young, a struggling MMA artist who has a family bloodline that ties to Scorpion. This is also kind of like how old comics thought that I needed a child sidekick to better identify with Batman. Nope. I'm just fine with wanting to be the hero and even better with unworldly characters that allow me to escape the world of normlacy.Speaking of the gray ordinary world, this movie seems content to have the action take place outside a farmhouse than taking us to the Outworld or really anywhere that isn't drab. Look, I'm not expecting this to be Zu: Warriors from the Magic Mountain, but come on. The beginning at least flirts with bright colors and great fighting. And then...That said, I kind of liked that Tadanobu Asano - Kakihara from Ichi the Killer - was Raiden, even if he doesn't get all that much to do. Josh Lawson's Kano is one of the few other bright spots, even if this version just has a red eye and isn't a cyborg. And I'm always happy to see Kabal.But you know, the first film in what may be a new series gets rid of Goro and Sub-Zero before we even get to the tournament, while tickling us with a mention of Johnny Cage. It's the inverse of Patton Oswald's joke about the Star Wars prequels - ""Don't show me how the things I love started, show me the things I love!"" - and like some weird edging thing where they withhold the sure thing in the hopes of getting you to care more about a movie that might never get made instead of the one you paid to watch.",Warning: Spoilers
23 April 2021,7 is about right.,mclive25-877-401488,"239 out of 346 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",239,346,7,"Plot was lacking but the violence, gore and fighting choreography made up for it. The editing was a bit choppy and lacked in arrears that needed more detail. With all that being said, it was overall enjoyable if you're an MK fan.",
28 April 2021,"""Boredom Wins. Flawless Victory. MEDIOCRITALITY!""",Mash-the-stampede,"66 out of 111 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",66,111,5,"I will start with the positive. The opening and closing scenes of this film are excellent!Focusing on Scorpion and Sub-zero's story was a solid high point that showcased the best this film had to offer as far as acting performances, fight choreography and interesting plot premise.Unfortunately, the 90+ minutes that occur between these 2 scenes are dull in comparison!Immediately after the exhilarating opening scene, we get introduced to brand new character; Cole Young.As a character, Cole is just blah! Boring. Un-interesting. A down-and-out underdog with no real purpose other than functioning as a major buzz-kill everytime he's on screen.Basically - Cole sucks!!!If the writers wanted to add a new character - at least make him interesting so the audience gives a s*!t about him!I would love to say that Cole is the worst thing about this film but unfortunately the ""bad"" doesn't end with him.Other MK faves are pointlessly inserted throughout the film just so the audience can say ""hey, it's Kabal - there he is"" or ""ooh, no! Here comes Goro"" but serve no real purpose outside of this!Rayden and Shang Tsung literally could have been played by anyone!They had NO personality whatsoever!Rayden could barely speak english and delivered his dialogue like it was a dress rehearsal for an amature theatre production.Shang Tsung was a generic TV villain straight out of Power Rangers!No black contact lenses could make up for the lack of ""menace"" about him.This film desperately needed Cary Tagawa back in the role of Shang Tsung - his charisma and menacing grimace was a stand-out of the 1995 original film.Heck - his performance was so good that they bought him back for MK11!Why not this film?!Outside of Sub-zero and Scorpion - the only likeable character in this film is Kano!He gets the best dialogue of all characters (I suspect much of it is improvised), had he not been in the film - that 90 minutes between the intro and ending would have been an absolute snore-fest!I realise I'm sounding overly harsh here but the thing is - Im a long time MK fan.I grew up with the original game trilogy, read the comics and watched the film's.I'm an MK fan for life and this film was an insult to MK fans everywhere!People say we need to turn our brain's off to enjoy these types of film's - but there's a difference between turning off your brain and having to get a labotomy to enjoy a movie!Very dissapointing.I hope that a sequel brings in a new team of (creative) writers, a more competent Director and that they kill off Cole within Act 1 as it would be a huge disservice having a non-canon plank of wood win the tournament!",
26 April 2021,Disappointed,Sandra-durand80,"12 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",12,17,1,"It looks like they they watched 5 movies on the weekend: Highlander, XMen, Warhammer, Terminator and Lord of the Rings and then wrote the scenario and the dialogue in an hour. Plot made no sense. The acting was terrible. Cheesy lines and that one Kano-character said way TOO many profanity words.",
23 April 2021,IT HAS BEGUN!!!,josephbarros-16407,"55 out of 92 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",55,92,9,"MORTAL KOMBAT!!!!! I was 15 when the original one came out in 1995 loved and couldnt wait for the story to continue.....was 17 when the sequel came in 1997 and was bummed out BIG TIME, I thought the franchise in the movie business was dead and buried, then came glimmers of hope with limited series and animated movie over the last few years. NOW we have a new movie for 2021 and I have to say I ENJOYED EVERY BIT OF GORE AND FAN SERVICE IT GAVE. Bring on The Tournament.",
24 April 2021,"It's exactly what a MK movie should be like, blood, profanity and gore from beginning to end",vegeta-oh,"45 out of 70 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",45,70,9,"It's fun, a little dumb but not in a bad way.The fight choreography is amazing and the effects are better than most blockbusters (Godzilla vs Kong I'm looking at you).It's good, I enjoyed it a lot.",
3 May 2021,Fight!,TheDestroia,"30 out of 49 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,49,9,"I have watched the original movie & treat this as a standalone version.9/10The fights are epic, bloody, gory & Mortal Kombat-esque. Exactly what Dr Goro ordered!Cool story, excellent special effects & decent actors.Highlights include an awesome soundtrack, one character with hilarious dialogue & game references.Must see! Fight!!",
23 April 2021,Super solid action/fighter movie.,jasriv,"168 out of 271 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",168,271,10,Test your might! All I can say is...can't wait for part 2!!!,
3 May 2021,A great tribute to the game!,godgirlprincess,"81 out of 130 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",81,130,10,"I'm by no means a Mortal Kombat expert but it was one of my favorite games to play as a kid, back on a Super Nintendo! 😳 But I have also enjoyed playing the newer MK games on newer devices as well. The games now are very graphic, and the movie delivers on that as well. I love that the characters say lines from the game like ""Flawless Victory"" and ""Kano wins!"" I really don't understand why anyone watching it would be upset with that. Have you guys ever even played the game? Kano was hilarious. I did want a little more from Mileena. Scorpion and Sub Zero were amazing! Great fight scenes! I'd definitely recommend this movie.",
29 April 2021,Surprisingly good,stinky_monkey,"30 out of 46 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",30,46,8,"Gory just like the source material. Not the best storyline I've ever encountered, but certainly better than expected.I went in with low expectations and I'm glad to say I was surprised. Considering whats coming out these days, this was one of the more enjoyable movies I've watched over the last year.",
24 April 2021,Great MORTAL KOMBAT Movie,PennyForMyThoughts,"36 out of 58 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",36,58,8,"Was this a great movie? No. Was this a good movie? Also, probably, no. Alright... let's be honest, this was a bad movie. But it was a great MORTAL KOMBAT movie.Full disclosure, I'm a big fan of the Mortal Kombat franchise. I've been playing the video games since the 90's and I am 100% the target demographic for this movie. If you are like me, you will enjoy the movie. If you are not like me, you probably won't (nor should you).Watching the movie is like you're experiencing a playthrough of a new MK game on story mode. All dialogue just serves as a filler between fight scenes. I love the hard R rating that allows the film to embrace the brutality of the violence that is the signature of the series.There are a ton of nods throughout the film to insider fans.Again, in summation: not a good movie. But a GREAT Mortal Kombat movie. Take that for what you will.",
24 April 2021,Nostalgia fest,misslilia84,"33 out of 50 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink",33,50,7,"Brought out all the 90s kid feels. Not sure why some reviews are so low. Fight scenes were great, special effects were great, story was serviceable. It's not going to win an oscar, but i feel like they did a great job with this adaptation. Hope they include Kitana in the sequel.",
